Country,State,Year,Type Of Areas,Gender,"Persons Working In Agriculture, Forestry And Fishing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Mining And Quarrying Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Manufacturing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Electricity, Gas, Steam And Air Conditioning Supply Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Water Supply, Sewerage, Waste Management And Remediation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Construction Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Wholesale, Retail Trade, Repair Of Motor Vehicles And Motorcycles Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Transportation And Storage Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Accommodation And Food Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Information And Communication Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Financial And Insurance Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Real Estate Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Professional, Scientific And Technical Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Administrative And Support Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Public Administration And Defence, Compulsory Social Security Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Education Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Human Health And Social Work Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Arts, Entertainment And Recreation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Other Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Households As Employers For Own Use Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Extraterritorial Organizations And Bodies Industry (UOM:%(Percentage)), Scaling Factor:1"
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,Male,25.85,0.17,7.82,0.8,1.53,25.76,12.12,6.75,2.21,0.46,1.23,0.08,0.22,0.55,6.08,5.48,0.62,0.09,2.12,0.06,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,Female,83.15,0,8.79,0,0.27,0,0.92,0,0.02,0,0.27,0,0.2,0,0.06,4.84,1.26,0,0.07,0.16,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,Persons,48.92,0.1,8.21,0.48,1.02,15.39,7.61,4.03,1.33,0.27,0.84,0.05,0.21,0.33,3.66,5.22,0.87,0.05,1.29,0.1,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,Male,4.43,0.67,12.07,0.52,2.69,14.79,25.34,8.97,3.16,1.82,2.01,0.83,1.49,1.33,7.42,5.56,2.67,0.56,2.8,0.87,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,Female,30.06,0.32,18.5,0.32,0.74,5.71,3.03,0.17,0.66,0.18,0.66,0,0.41,0,3.47,21.65,8.79,0,2.83,2.52,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,Persons,10.58,0.58,13.62,0.47,2.22,12.61,19.99,6.86,2.56,1.42,1.68,0.63,1.24,1.01,6.47,9.42,4.14,0.43,2.8,1.27,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,21.69,0.27,8.64,0.74,1.76,23.63,14.69,7.18,2.4,0.72,1.38,0.23,0.47,0.7,6.34,5.5,1.02,0.18,2.25,0.22,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,77.76,0.03,9.77,0.03,0.32,0.58,1.13,0.02,0.08,0.02,0.31,0,0.23,0,0.4,6.55,2.02,0,0.35,0.4,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,42.81,0.18,9.07,0.48,1.21,14.94,9.59,4.48,1.53,0.46,0.97,0.14,0.38,0.44,4.11,5.89,1.39,0.11,1.53,0.29,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,Male,37.86,0.96,7.75,0.07,0.15,30.42,9.55,4.47,2.49,0.11,0.31,0.19,0.28,0.81,0.39,2.17,0.64,0.02,0.95,0.42,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,Female,80.74,0.11,8.62,0,0,2.78,2.47,0,0.13,0,0.26,0,0.03,0.01,0.28,2.03,1.57,0,0.16,0.81,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,Persons,56.38,0.59,8.13,0.04,0.08,18.48,6.49,2.54,1.47,0.06,0.29,0.11,0.18,0.46,0.34,2.11,1.04,0.01,0.61,0.59,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,Male,5.43,3.34,16.01,0.9,0.31,17.05,22.58,9.38,4.04,2.16,1.62,0.43,2.1,1.95,2.19,3.16,1.33,0.25,4.26,1.49,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,Female,22.54,0.62,18.65,0.02,0,8.42,11.61,0.05,2.36,0.78,1.37,0,0.31,0.81,0.91,11.68,4.26,0.86,2.75,12.01,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,Persons,9.1,2.76,16.57,0.71,0.25,15.2,20.23,7.38,3.68,1.87,1.57,0.34,1.72,1.71,1.91,4.98,1.96,0.38,3.94,3.74,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,32.12,1.38,9.22,0.22,0.18,28.05,11.86,5.34,2.76,0.48,0.54,0.23,0.61,1.01,0.7,2.34,0.77,0.06,1.53,0.61,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,76.57,0.15,9.34,0,0,3.18,3.12,0,0.29,0.06,0.34,0,0.05,0.06,0.32,2.72,1.76,0.06,0.35,1.61,
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,50.02,0.88,9.27,0.13,0.11,18.04,8.34,3.19,1.77,0.31,0.46,0.14,0.38,0.63,0.55,2.5,1.17,0.06,1.06,1.01,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Rural,Male,61.47,0.15,5.82,0.57,0.16,11.48,7.22,6.04,1.42,0.37,0.72,0.21,0.18,0.49,1.2,1.59,0.35,0.05,0.49,0.02,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Rural,Female,77.32,0,9.85,0,0,1.5,2.91,0.05,1.21,0.46,0.03,0.27,0.16,0.09,0.34,3.68,1.68,0,0.4,0.05,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Rural,Persons,67.31,0.1,7.31,0.36,0.1,7.81,5.63,3.83,1.34,0.4,0.46,0.23,0.17,0.34,0.89,2.36,0.84,0.03,0.45,0.03,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Urban,Male,4.99,0.13,15.39,0.16,0.4,14.9,20.37,8.24,4.73,10.9,3.61,1.4,1.69,2.59,3.09,2.31,1.71,0.18,1.79,1.42,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Urban,Female,8.85,0,24.02,0.05,0.29,3.43,10.43,0.93,4.9,13.24,2.19,0.37,1.14,1.17,2.12,10.05,5.64,0,2.49,8.69,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Urban,Persons,6.05,0.1,17.75,0.13,0.37,11.76,17.65,6.24,4.77,11.55,3.22,1.11,1.54,2.2,2.82,4.43,2.79,0.13,1.98,3.41,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,40.48,0.14,9.38,0.42,0.25,12.75,12.1,6.86,2.65,4.28,1.79,0.65,0.74,1.27,1.9,1.86,0.86,0.1,0.97,0.54,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,58.38,0,13.77,0.01,0.08,2.03,4.99,0.29,2.23,4,0.63,0.3,0.43,0.39,0.84,5.44,2.77,0,0.98,2.44,
India,Karnataka,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,46.49,0.1,10.86,0.28,0.19,9.15,9.71,4.65,2.51,4.19,1.4,0.53,0.64,0.97,1.55,3.06,1.5,0.07,0.97,1.18,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Rural,Male,29.11,0.48,6.59,0.68,0.28,20.67,16.34,8.81,4.43,1.88,1.33,0.18,1.24,1.99,1.42,0.88,0.72,0.52,2.05,0.4,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Rural,Female,47.49,0.19,11.16,0,0.74,3.85,8.35,0.12,2.08,0.3,3.41,0,0.76,1.65,2.61,7.38,5.27,0.61,0.39,3.62,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Rural,Persons,36.19,0.37,8.35,0.42,0.46,14.2,13.27,5.46,3.52,1.27,2.13,0.11,1.05,1.86,1.88,3.38,2.47,0.56,1.41,1.64,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Urban,Male,12.58,0.38,10.91,0.71,0.21,17.88,21.51,8.99,5.43,3.16,3.2,0.52,2.24,1.51,1.9,2.88,1.72,1.48,2.45,0.33,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Urban,Female,22.19,0.1,13.49,0.37,0.23,2.64,11.8,1.36,3.13,4.24,3.11,0.19,1.94,2.5,3.64,10.09,9.96,0.75,1.93,6.33,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Urban,Persons,16.02,0.28,11.84,0.59,0.22,12.42,18.03,6.26,4.61,3.55,3.17,0.4,2.14,1.86,2.52,5.47,4.67,1.22,2.26,2.48,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,21.38,0.43,8.61,0.69,0.25,19.37,18.76,8.89,4.9,2.48,2.21,0.34,1.71,1.77,1.64,1.82,1.19,0.97,2.24,0.37,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,36.38,0.15,12.18,0.16,0.52,3.32,9.86,0.66,2.54,2.03,3.28,0.08,1.28,2.03,3.06,8.57,7.33,0.67,1.07,4.81,
India,Kerala,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,26.97,0.33,9.94,0.49,0.35,13.39,15.44,5.83,4.02,2.31,2.61,0.24,1.55,1.86,2.17,4.33,3.48,0.86,1.8,2.03,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Rural,Male,22.34,0,5.84,0.54,1.19,15.09,12.97,13.91,3.49,0,1.09,0,0,0.98,13.51,8.33,0.12,0,0.61,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Rural,Female,74.65,0,4.23,0,0.41,1.95,3.71,0,0,0,0,0,0,0,3.71,7.11,0.53,0,3.71,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Rural,Persons,43.43,0,5.19,0.32,0.87,9.79,9.24,8.3,2.08,0,0.65,0,0,0.58,9.56,7.84,0.29,0,1.86,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Urban,Male,0,0.65,0.7,0,0,17.08,29.31,20.81,19.92,0,0.42,0,0,0,5.6,5.51,0,0,0,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Urban,Female,24.24,0,3.15,0,0,9.14,28.56,0,3.47,0,4.21,0,0,0.68,1.63,19.59,4.63,0,0.68,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Urban,Persons,4.94,0.52,1.2,0,0,15.46,29.16,16.57,16.57,0,1.2,0,0,0.14,4.79,8.38,0.94,0,0.14,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,19.24,0.09,5.12,0.46,1.02,15.37,15.24,14.86,5.77,0,1,0,0,0.84,12.41,7.94,0.1,0,0.53,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,71.75,0,4.17,0,0.38,2.36,5.14,0,0.2,0,0.24,0,0,0.04,3.59,7.83,0.77,0,3.53,0,
India,Ladakh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,39.29,0.06,4.76,0.29,0.78,10.4,11.38,9.19,3.64,0,0.71,0,0,0.54,9.04,7.9,0.36,0,1.67,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Rural,Male,20.86,0,1.45,4.53,0,21.22,5.23,15.14,17.18,0,0,0,3.82,0,8.6,0.06,1.12,0,0.78,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Rural,Female,0,0,16.65,0,0,0,0.72,0,11.7,0,0,0,0,0,46.16,5.43,2.7,16.65,0,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Rural,Persons,19.15,0,2.7,4.16,0,19.47,4.86,13.89,16.73,0,0,0,3.5,0,11.69,0.51,1.25,1.37,0.72,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Urban,Male,15,0,4.47,2.36,1.97,23.46,8.71,15.1,0.68,0,1.82,0,0,0,16.62,6.13,1.92,0,1.74,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Urban,Female,3.48,0,25.93,3.06,0,0,6.68,0,3.06,0,0,0,0,0,39.81,3.59,14.38,0,0,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Urban,Persons,13.38,0,7.49,2.46,1.69,20.16,8.42,12.98,1.02,0,1.57,0,0,0,19.88,5.78,3.68,0,1.5,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,17.16,0,3.36,3.16,1.24,22.63,7.43,15.12,6.76,0,1.15,0,1.41,0,13.67,3.9,1.63,0,1.39,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,2.64,0,23.68,2.32,0,0,5.24,0,5.15,0,0,0,0,0,41.35,4.04,11.55,4.03,0,0,
India,Lakshadweep,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,15.42,0,5.8,3.06,1.09,19.92,7.16,13.3,6.57,0,1.01,0,1.24,0,16.99,3.91,2.82,0.48,1.22,0,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,Male,65.73,0.11,4.73,0.23,0,14.38,6.33,3.18,0.83,0.15,0.55,0.06,0.1,0.28,0.61,1.28,0.42,0.15,0.79,0.07,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,Female,85.48,0,6.82,0,0,3.16,1.94,0,0.39,0,0.03,0,0,0,0.15,1,0.88,0,0.1,0.06,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,Persons,73.65,0.07,5.57,0.14,0,9.88,4.57,1.9,0.65,0.09,0.34,0.04,0.06,0.17,0.43,1.17,0.61,0.09,0.51,0.07,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,Male,8.71,0.92,15.32,1.13,0.43,14.73,24.86,7.83,5.38,0.93,2.2,0.47,1.23,0.84,5.33,3.61,1.82,0.88,2.74,0.62,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,Female,25.17,0.15,23.68,0,0.07,2.94,10.04,0.1,4.43,0.47,0.84,0.17,0.5,0.32,2.3,13.32,4.37,0,4.16,6.95,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,Persons,13.17,0.71,17.58,0.82,0.34,11.54,20.85,5.73,5.13,0.81,1.83,0.39,1.03,0.7,4.51,6.24,2.51,0.64,3.13,2.33,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,52.42,0.3,7.2,0.44,0.1,14.46,10.65,4.26,1.9,0.34,0.94,0.16,0.37,0.41,1.71,1.83,0.75,0.32,1.24,0.2,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,76.77,0.03,9.25,0,0.01,3.13,3.11,0.01,0.97,0.07,0.15,0.02,0.07,0.05,0.46,2.78,1.39,0,0.69,1.06,
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,61.56,0.2,7.97,0.28,0.07,10.21,7.82,2.67,1.55,0.23,0.64,0.11,0.26,0.27,1.24,2.18,0.99,0.2,1.03,0.52,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Rural,Male,58.89,0.4,9.44,0.32,0.16,8.79,8.02,5.01,1.25,0.38,0.7,0.01,0.32,1.16,0.72,1.36,0.97,0.38,1.21,0.52,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Rural,Female,81.5,0,5.12,0,0.49,1.14,4.26,0.07,0.74,0.14,0.43,0,0,0.31,0.71,2.19,1.03,0.07,0.61,1.17,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Rural,Persons,67.55,0.25,7.79,0.19,0.29,5.86,6.58,3.12,1.06,0.29,0.6,0,0.2,0.83,0.72,1.68,0.99,0.27,0.98,0.77,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Urban,Male,3.03,0.2,19.52,0.72,0.44,11.28,18.22,9.57,4.9,7.98,4.31,0.93,2.99,3.01,3.56,2.88,2.11,0.51,2.49,1.37,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Urban,Female,5.92,0.21,23.52,0.05,0.66,1.79,8.74,1.34,3.78,8.47,4.3,0.12,3.02,2.47,1.75,10.02,6.19,0.28,4.28,13.09,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Urban,Persons,3.79,0.2,20.57,0.54,0.5,8.79,15.73,7.41,4.6,8.11,4.3,0.71,3,2.87,3.09,4.75,3.18,0.45,2.96,4.45,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,35.18,0.31,13.72,0.48,0.28,9.85,12.35,6.94,2.8,3.61,2.23,0.4,1.45,1.94,1.92,2,1.45,0.44,1.75,0.88,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,59.03,0.06,10.59,0.02,0.54,1.33,5.59,0.45,1.64,2.62,1.58,0.04,0.9,0.95,1.02,4.52,2.56,0.14,1.7,4.71,
India,Maharashtra,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,43.22,0.23,12.66,0.33,0.37,6.98,10.07,4.75,2.41,3.27,2.01,0.28,1.27,1.61,1.62,2.85,1.83,0.34,1.73,2.17,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Rural,Male,47.57,0.01,6.45,0,0.4,11.83,5.62,4.81,0.3,0.31,1.25,0,0.57,2.64,10.61,6.22,0.77,0.02,0.62,0.01,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Rural,Female,55.1,0,25.01,0,0,0.19,8.6,0.08,0.84,0,0,0,0,0.59,0.49,5.25,2.74,0,0,1.14,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Rural,Persons,50.64,0,14.03,0,0.24,7.08,6.83,2.88,0.52,0.18,0.74,0,0.34,1.8,6.48,5.82,1.57,0.01,0.37,0.47,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Urban,Male,17.55,0,8.38,0.39,0.81,16.77,15.54,6.87,1.44,0.71,2.27,0,1.26,5.17,11.77,8.02,1.23,0.15,1.13,0.54,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Urban,Female,23.08,0,33.55,0,0,0.2,16.36,0,3.75,0,0.48,0.06,0.54,2.67,2.29,10.94,4.3,0.18,0.86,0.75,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Urban,Persons,19.77,0,18.49,0.23,0.49,10.11,15.87,4.11,2.37,0.42,1.55,0.02,0.97,4.17,7.96,9.19,2.47,0.16,1.02,0.62,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,39.1,0,7,0.11,0.52,13.22,8.42,5.39,0.62,0.42,1.53,0,0.76,3.35,10.94,6.73,0.9,0.06,0.76,0.16,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,46.23,0,27.37,0,0,0.2,10.75,0.06,1.64,0,0.13,0.02,0.15,1.16,0.99,6.82,3.17,0.05,0.24,1.03,
India,Manipur,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,41.99,0,15.28,0.06,0.31,7.93,9.36,3.22,1.04,0.25,0.96,0.01,0.51,2.46,6.89,6.77,1.82,0.06,0.55,0.51,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Rural,Male,51.61,3.74,1.85,0.05,0.32,19.92,5.91,7.4,1.17,0.02,0.11,0.04,0.04,0.82,2.47,3.16,0.62,0.11,0.55,0.1,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Rural,Female,64.35,1.33,1.71,0,0,11.19,5.42,0,3.12,0,0.07,0,0.16,1.32,0.73,5.6,2.81,0.48,0.75,0.95,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Rural,Persons,57.66,2.6,1.78,0.03,0.17,15.77,5.68,3.88,2.1,0.01,0.09,0.02,0.1,1.06,1.64,4.32,1.66,0.28,0.64,0.5,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Urban,Male,6.12,1.22,3.68,0,0.2,13.92,19.97,13.37,7.01,1.58,1.57,0.27,1.48,2.65,13.07,6.5,2.05,1.86,2.06,1.43,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Urban,Female,9.62,1.65,4.46,0,0,0.7,21.82,0.63,5.85,0.62,2.26,0.83,2.05,3.6,7.41,10.85,11.36,0.94,6.67,8.69,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Urban,Persons,7.53,1.39,3.99,0,0.12,8.58,20.71,8.22,6.54,1.19,1.85,0.49,1.71,3.03,10.78,8.26,5.81,1.49,3.92,4.37,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,45.67,3.41,2.09,0.04,0.3,19.14,7.74,8.18,1.93,0.23,0.3,0.07,0.22,1.06,3.86,3.59,0.81,0.33,0.75,0.27,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,58.83,1.37,1.99,0,0,10.13,7.08,0.06,3.4,0.06,0.29,0.08,0.36,1.55,1.4,6.13,3.67,0.53,1.35,1.73,
India,Meghalaya,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,51.82,2.45,2.04,0.02,0.16,14.93,7.43,4.39,2.62,0.15,0.29,0.08,0.29,1.29,2.71,4.78,2.15,0.43,1.03,0.95,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Rural,Male,47.5,0.19,2.11,0,0.11,9.3,7.63,8.71,1.71,0.11,0,0,0.11,2.77,6.02,11.68,0.84,0,1.17,0.03,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Rural,Female,68.15,0,3.91,0,0,0,20.23,0,2.25,0,0,0,0,1.37,0.29,2.45,1.35,0,0,0,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Rural,Persons,54.98,0.12,2.76,0,0.07,5.93,12.2,5.55,1.91,0.07,0,0,0.07,2.26,3.95,8.34,1.02,0,0.74,0.02,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Urban,Male,11.77,0.9,4.62,0.09,0.39,12.89,17.22,12.4,1.52,0.52,1.19,0,2,6.14,16.99,9.64,0.39,0.23,1.09,0,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Urban,Female,29.5,0.16,7.02,0.09,0,0,37.6,0,2.78,0.09,0.85,0,0,7.03,2.95,8.3,2.3,0,1.13,0.2,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Urban,Persons,18.63,0.62,5.55,0.09,0.24,7.9,25.1,7.6,2.01,0.36,1.06,0,1.23,6.48,11.56,9.12,1.13,0.14,1.1,0.08,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,32.2,0.49,3.19,0.04,0.23,10.84,11.74,10.29,1.63,0.29,0.51,0,0.92,4.22,10.72,10.81,0.65,0.1,1.14,0.02,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,50.6,0.07,5.32,0.04,0,0,28.12,0,2.49,0.04,0.39,0,0,3.94,1.5,5.1,1.78,0,0.51,0.09,
India,Mizoram,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,39.07,0.34,3.98,0.04,0.15,6.79,17.85,6.45,1.95,0.2,0.46,0,0.58,4.11,7.28,8.68,1.07,0.06,0.9,0.04,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Rural,Male,43.84,0.03,6.38,1.27,0.24,5.48,5.28,9.87,0.09,0.16,0.44,0,0.3,4.72,3.38,13.53,1.19,0,3.51,0.3,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Rural,Female,69.35,0,6.28,0,0,0.55,7.51,0.14,0.11,0,0,0,0,1.24,0.32,7.2,2.25,0,5.06,0,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Rural,Persons,55.36,0.02,6.33,0.7,0.13,3.25,6.29,5.48,0.09,0.09,0.24,0,0.17,3.15,2,10.67,1.67,0,4.21,0.16,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Urban,Male,6.3,0,3.23,0.3,0.41,13.69,15.11,17.64,1.67,0.53,1.74,1.09,1.23,13.08,11.55,8.39,1.4,0,1.94,0.71,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Urban,Female,29.02,0,5.47,0,0,1.43,30.66,0,1.39,0.52,0,0.11,1.56,11.36,1.04,7.93,4.66,0,3.45,1.39,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Urban,Persons,15.3,0,4.12,0.18,0.24,8.83,21.27,10.65,1.56,0.53,1.05,0.7,1.36,12.4,7.39,8.21,2.69,0,2.54,0.98,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,34.16,0.02,5.57,1.02,0.28,7.6,7.81,11.88,0.49,0.26,0.78,0.28,0.54,6.87,5.49,12.21,1.24,0,3.1,0.4,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Female,60.6,0,6.1,0,0,0.74,12.54,0.11,0.38,0.11,0,0.02,0.34,3.44,0.48,7.36,2.77,0,4.71,0.3,
India,Nagaland,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Persons,45.74,0.01,5.8,0.57,0.16,4.59,9.88,6.72,0.45,0.19,0.44,0.17,0.45,5.37,3.29,10.08,1.91,0,3.81,0.36,
India,Odisha,"PLFS Year (Jul - Jun), 2023",Rural,Male,40.86,0.47,5.4,0.3,0.17,26.34,10.78,5.68,1.66,0.13,0.77,0,0.41,1.45,0.75,2.27,0.16,0.16,1.95,0.28,
India,Odisha,"PLFS Year (Jul - Jun), 2023",Rural,Female,74.84,0.06,8.09,0,0,6.69,3.26,0,1.06,0.02,0.22,0,0,0.12,0.56,2.8,1.72,0.02,0.21,0.32,
India,Odisha,"PLFS Year (Jul - Jun), 2023",Rural,Persons,54.82,0.3,6.5,0.18,0.1,18.27,7.69,3.34,1.41,0.09,0.54,0,0.24,0.91,0.67,2.48,0.8,0.11,1.24,0.3,
India,Odisha,"PLFS Year (Jul - Jun), 2023",Urban,Male,3.74,1.16,10.17,1.02,1.41,18.02,21.62,12.7,5.61,1.32,2.58,0.66,2.96,3.81,3.33,3.31,1.52,0.83,3.46,0.77,
India,Odisha,"PLFS Year (Jul - Jun), 2023",Urban,Female,12.68,0.25,16.7,0.18,2.43,9.98,13.47,0.37,3.19,1.14,0.22,0,1.3,3.48,2.13,16.02,5.44,0.49,1.87,8.66,
India,Odisha,"PLFS Year (Jul - Jun), 2023",Urban,Persons,6.22,0.91,11.98,0.78,1.69,15.79,19.36,9.28,4.94,1.27,1.93,0.48,2.5,3.72,2.99,6.84,2.61,0.74,3.02,2.96,
India,Odisha,"PLFS Year (Jul - Jun), 2023",Rural + Urban,Male,35.45,0.57,6.09,0.41,0.35,25.13,12.36,6.7,2.23,0.3,1.03,0.1,0.78,1.8,1.12,2.42,0.36,0.26,2.17,0.35,
